muestras,anio,fecha,hora_inicio,hora_fin,dema_int,dem_inst,aniomovil
6838,2018,12-jun,21,22,8552.393031,8618.033203,1
6839,2018,12-jun,22,23,8318.957525,8375.610352,1
6840,2018,12-jun,23,24,7994.610784,8211.860352,1
6841,2018,13-jun,0,1,7585.272625,7778.056152,1
6842,2018,13-jun,1,2,7327.270307,7371.511719,1
6843,2018,13-jun,2,3,7174.197049,7204.560547,1
6844,2018,13-jun,3,4,7125.540192,7157.246094,1
6845,2018,13-jun,4,5,7073.701331,6985.039551,1
6846,2018,13-jun,5,6,7251.426171,7214.918945,1
6847,2018,13-jun,6,7,7601.987442,7396.121094,1
6848,2018,13-jun,7,8,7843.575729,7797.345703,1
6849,2018,13-jun,8,9,8183.565418,7951.540527,1
6850,2018,13-jun,9,10,8430.191122,8294.972656,1
6851,2018,13-jun,10,11,8499.394847,8451.175781,1
6852,2018,13-jun,11,12,8643.186502,8572.561523,1
6853,2018,13-jun,12,13,8759.540634,8698.198242,1
6854,2018,13-jun,13,14,8823.385267,8811.849609,1
6855,2018,13-jun,14,15,8777.552202,8811.379883,1
6856,2018,13-jun,15,16,8756.99167,8801.810547,1
6857,2018,13-jun,16,17,8647.87514,8747.37793,1
6858,2018,13-jun,17,18,8551.876904,8611.706055,1
6859,2018,13-jun,18,19,8436.76182,8533.652344,1
6860,2018,13-jun,19,20,8260.232166,8209.00293,1
6861,2018,13-jun,20,21,8289.682249,8074.66748,1
6862,2018,13-jun,21,22,8494.44604,8529.655273,1
6863,2018,13-jun,22,23,8280.872807,8364.916016,1
6864,2018,13-jun,23,24,7942.37742,8103.734375,1
6865,2018,14-jun,0,1,7443.355743,7723.700195,1
6866,2018,14-jun,1,2,7282.456549,7354.88916,1
6867,2018,14-jun,2,3,7093.412972,7177.335449,1
6868,2018,14-jun,3,4,6914.723675,7132.669922,1
6869,2018,14-jun,4,5,6956.28763,6742.910156,1
6870,2018,14-jun,5,6,7082.946067,6910.250488,1
6871,2018,14-jun,6,7,7350.111493,7063.412109,1
6872,2018,14-jun,7,8,7848.295983,7574.775391,1
6873,2018,14-jun,8,9,8209.424962,8050.27832,1
6874,2018,14-jun,9,10,8510.300163,8447.391602,1
6875,2018,14-jun,10,11,8626.053267,8696.152344,1
6876,2018,14-jun,11,12,8727.516493,8699.545898,1
6877,2018,14-jun,12,13,8802.20459,8764.775391,1
6878,2018,14-jun,13,14,8843.025801,8918.260742,1
6879,2018,14-jun,14,15,8775.408194,8876.294922,1
6880,2018,14-jun,15,16,8747.28427,8687.066406,1
6881,2018,14-jun,16,17,8843.870392,8794.9375,1
6882,2018,14-jun,17,18,8702.793559,8922.074219,1
6883,2018,14-jun,18,19,8469.737169,8616.544922,1
6884,2018,14-jun,19,20,8245.316411,8338.334961,1
6885,2018,14-jun,20,21,8227.934463,8021.421387,1
6886,2018,14-jun,21,22,8490.965958,8494.729492,1
6887,2018,14-jun,22,23,8271.845639,8314.439453,1
6888,2018,14-jun,23,24,7970.612061,8190.575195,1
6889,2018,15-jun,0,1,7556.238725,7816.808594,1
6890,2018,15-jun,1,2,7309.156347,7420.652344,1
6891,2018,15-jun,2,3,7156.107823,7299.074219,1
6892,2018,15-jun,3,4,7023.880144,7077.547852,1
6893,2018,15-jun,4,5,7070.574051,7013.628418,1
6894,2018,15-jun,5,6,7179.977951,7176.776367,1
6895,2018,15-jun,6,7,7484.933315,7240.399414,1
6896,2018,15-jun,7,8,7797.376443,7681.746094,1
6897,2018,15-jun,8,9,8312.748493,7961.663086,1
6898,2018,15-jun,9,10,8642.198072,8503.328125,1
6899,2018,15-jun,10,11,8792.653741,8660.72168,1
6900,2018,15-jun,11,12,8917.83806,8771.275391,1
6901,2018,15-jun,12,13,8966.077328,8907.998047,1
6902,2018,15-jun,13,14,9023.358398,8978.063477,1
6903,2018,15-jun,14,15,8949.166534,8999.564453,1
6904,2018,15-jun,15,16,8850.956395,8781.020508,1
6905,2018,15-jun,16,17,8851.184589,8781.646484,1
6906,2018,15-jun,17,18,8749.048148,8766.248047,1
6907,2018,15-jun,18,19,8421.113317,8552.073242,1
6908,2018,15-jun,19,20,8132.507765,8340.654297,1
6909,2018,15-jun,20,21,7993.647569,7861.09668,1
6910,2018,15-jun,21,22,8325.171399,8291.945313,1
6911,2018,15-jun,22,23,8267.414015,8238.008789,1
6912,2018,15-jun,23,24,8052.099277,8274.850586,1
6913,2018,16-jun,0,1,7650.455235,7868.022461,1
6914,2018,16-jun,1,2,7311.670503,7411.852539,1
6915,2018,16-jun,2,3,7154.905675,7103.149902,1
6916,2018,16-jun,3,4,7091.481519,7130.483398,1
6917,2018,16-jun,4,5,7075.870697,7118.31543,1
6918,2018,16-jun,5,6,7110.103816,7141.672363,1
6919,2018,16-jun,6,7,7247.634269,6958.029297,1
6920,2018,16-jun,7,8,7402.640739,7218.964844,1
6921,2018,16-jun,8,9,7809.393111,7657.946777,1
6922,2018,16-jun,9,10,8132.689345,7882.390137,1
6923,2018,16-jun,10,11,8271.456373,8298.185547,1
6924,2018,16-jun,11,12,8329.491639,8317.560547,1
6925,2018,16-jun,12,13,8415.22461,8310.136719,1
6926,2018,16-jun,13,14,8351.306417,8434.62207,1
6927,2018,16-jun,14,15,8180.58349,8292.511719,1
6928,2018,16-jun,15,16,8017.199061,7978.118652,1
6929,2018,16-jun,16,17,7964.081813,7964.100586,1
6930,2018,16-jun,17,18,7875.158981,7904.689453,1
6931,2018,16-jun,18,19,7713.41897,7800.044922,1
6932,2018,16-jun,19,20,7574.477908,7552.050293,1
6933,2018,16-jun,20,21,7879.445196,7599.508301,1
6934,2018,16-jun,21,22,8217.58494,8233.859375,1
6935,2018,16-jun,22,23,8015.448341,8125.855469,1
6936,2018,16-jun,23,24,7534.393367,7842.488281,1
6937,2018,17-jun,0,1,7075.698373,7247.639648,1
6938,2018,17-jun,1,2,6772.943575,6810.709473,1
6939,2018,17-jun,2,3,6604.552774,6760.782715,1
6940,2018,17-jun,3,4,6465.737364,6597.552246,1
6941,2018,17-jun,4,5,6405.050379,6523.389648,1
6942,2018,17-jun,5,6,6357.000893,6406.046875,1
6943,2018,17-jun,6,7,6309.272704,6264.464844,1
6944,2018,17-jun,7,8,6197.117931,6199.296387,1
6945,2018,17-jun,8,9,6349.241915,6300.535156,1
6946,2018,17-jun,9,10,6617.06531,6530.411133,1
6947,2018,17-jun,10,11,6696.655944,6718.021484,1
6948,2018,17-jun,11,12,6753.883388,6762.696777,1
6949,2018,17-jun,12,13,6774.107693,6820.746094,1
6950,2018,17-jun,13,14,6787.279609,6766.163086,1
6951,2018,17-jun,14,15,6678.2045,6669.703125,1
6952,2018,17-jun,15,16,6624.094618,6670.004395,1
6953,2018,17-jun,16,17,6553.314051,6570.203125,1
6954,2018,17-jun,17,18,6579.278612,6609.63916,1
6955,2018,17-jun,18,19,6541.97802,6505.668945,1
6956,2018,17-jun,19,20,6598.736264,6634.143555,1
6957,2018,17-jun,20,21,6911.949238,6752.961914,1
6958,2018,17-jun,21,22,7328.903595,7121.056641,1
6959,2018,17-jun,22,23,7236.493549,7216.333008,1
6960,2018,17-jun,23,24,6882.100481,7111.604004,1
6961,2018,18-jun,0,1,6521.623292,6636.658203,1
6962,2018,18-jun,1,2,6212.766354,6279.447266,1
6963,2018,18-jun,2,3,6101.802291,6175.43457,1
6964,2018,18-jun,3,4,6063.44306,6014.343262,1
6965,2018,18-jun,4,5,6078.777548,5994.586914,1
6966,2018,18-jun,5,6,6223.876623,6174.65625,1
6967,2018,18-jun,6,7,6743.697404,6397.666992,1
6968,2018,18-jun,7,8,7229.493402,7139.522949,1
6969,2018,18-jun,8,9,7677.57316,7452.87793,1
6970,2018,18-jun,9,10,8082.721223,7940.563477,1
6971,2018,18-jun,10,11,8251.379964,8168.616211,1
6972,2018,18-jun,11,12,8406.937852,8301.476563,1
6973,2018,18-jun,12,13,8577.914365,8493.041992,1
6974,2018,18-jun,13,14,8641.482273,8679.543945,1
6975,2018,18-jun,14,15,8594.352288,8578.639648,1
6976,2018,18-jun,15,16,8623.946776,8490.051758,1
6977,2018,18-jun,16,17,8662.008906,8483.918945,1
6978,2018,18-jun,17,18,8521.663227,8639.96875,1
6979,2018,18-jun,18,19,8254.135424,8464.253906,1
6980,2018,18-jun,19,20,8021.591789,8110.826172,1
6981,2018,18-jun,20,21,8104.152833,7906.478516,1
6982,2018,18-jun,21,22,8331.591797,8378.287109,1
6983,2018,18-jun,22,23,8128.169091,8238.261719,1
6984,2018,18-jun,23,24,7832.454512,8082.649414,1
6985,2018,19-jun,0,1,7418.24276,7698.626953,1
6986,2018,19-jun,1,2,7144.352616,7296.068848,1
6987,2018,19-jun,2,3,7001.980981,7061.730469,1
6988,2018,19-jun,3,4,6937.073507,6887.460938,1
6989,2018,19-jun,4,5,6997.645875,6906.862305,1
6990,2018,19-jun,5,6,7046.996705,6971.749512,1
6991,2018,19-jun,6,7,7336.089706,7100.128418,1
6992,2018,19-jun,7,8,7695.937501,7583.080078,1
6993,2018,19-jun,8,9,8034.561186,7796.880859,1
6994,2018,19-jun,9,10,8309.186423,8066.010742,1
6995,2018,19-jun,10,11,8426.759109,8371.208984,1
6996,2018,19-jun,11,12,8507.61991,8497.733398,1
6997,2018,19-jun,12,13,8561.931252,8579.894531,1
6998,2018,19-jun,13,14,8496.268416,8511.959961,1
6999,2018,19-jun,14,15,8391.750111,8377.734375,1
7000,2018,19-jun,15,16,8402.735559,8281.581055,1
7001,2018,19-jun,16,17,8529.479193,8550.092773,1
7002,2018,19-jun,17,18,8436.721879,8477.838867,1
7003,2018,19-jun,18,19,8150.558324,8289.818359,1
7004,2018,19-jun,19,20,7915.525978,7971.86084,1
7005,2018,19-jun,20,21,8009.992682,7834.056152,1
7006,2018,19-jun,21,22,8195.90614,8227.224609,1
7007,2018,19-jun,22,23,8006.983727,8062.768555,1
7008,2018,19-jun,23,24,7700.750418,7854.400391,1
7009,2018,20-jun,0,1,7233.186971,7497.422363,1
7010,2018,20-jun,1,2,6981.995546,7140.437012,1
7011,2018,20-jun,2,3,6844.153953,6935.661133,1
7012,2018,20-jun,3,4,6791.065103,6806.009277,1
7013,2018,20-jun,4,5,6793.946661,6733.475586,1
7014,2018,20-jun,5,6,6878.255331,6808.479492,1
7015,2018,20-jun,6,7,7191.683319,6990.526367,1
7016,2018,20-jun,7,8,7544.683919,7392.799805,1
7017,2018,20-jun,8,9,7896.310795,7604.612793,1
7018,2018,20-jun,9,10,8141.254166,8042.995605,1
7019,2018,20-jun,10,11,8292.127353,8263.183594,1
7020,2018,20-jun,11,12,8378.38002,8327.050781,1
7021,2018,20-jun,12,13,8457.47756,8405.960938,1
7022,2018,20-jun,13,14,8524.408675,8541.980469,1
7023,2018,20-jun,14,15,8412.401481,8455.625,1
7024,2018,20-jun,15,16,8411.338652,8349.535156,1
7025,2018,20-jun,16,17,8502.885121,8426.8125,1
7026,2018,20-jun,17,18,8365.451753,8480.352539,1
7027,2018,20-jun,18,19,8078.263573,8241.598633,1
7028,2018,20-jun,19,20,7924.154414,8026.576172,1
7029,2018,20-jun,20,21,7879.962392,7814.315918,1
7030,2018,20-jun,21,22,8219.571394,8112.286621,1
7031,2018,20-jun,22,23,8170.276199,8218.27832,1
7032,2018,20-jun,23,24,7774.412432,8012.232422,1
7033,2018,21-jun,0,1,7352.468997,7559.287109,1
7034,2018,21-jun,1,2,7091.45329,7229.436523,1
7035,2018,21-jun,2,3,6958.175323,6994.125,1
7036,2018,21-jun,3,4,6888.519006,6916.275391,1
7037,2018,21-jun,4,5,6906.436079,6854.241211,1
7038,2018,21-jun,5,6,6980.594407,6849.386719,1
7039,2018,21-jun,6,7,7272.91869,7078.100586,1
7040,2018,21-jun,7,8,7646.332392,7306.890625,1
7041,2018,21-jun,8,9,8001.283722,7781.504883,1
7042,2018,21-jun,9,10,8287.911046,8136.260742,1
7043,2018,21-jun,10,11,8415.263446,8382.192383,1
7044,2018,21-jun,11,12,8477.627303,8442.488281,1
7045,2018,21-jun,12,13,8575.579976,8526.811523,1
7046,2018,21-jun,13,14,8624.271976,8556.870117,1
7047,2018,21-jun,14,15,8602.285022,8668.983398,1
7048,2018,21-jun,15,16,8531.225773,8629.826172,1
7049,2018,21-jun,16,17,8558.852741,8612.921875,1
7050,2018,21-jun,17,18,8410.76684,8490.261719,1
7051,2018,21-jun,18,19,8169.380409,8378.594727,1
7052,2018,21-jun,19,20,7936.259261,8058.479492,1
7053,2018,21-jun,20,21,7973.941636,7789.665039,1
7054,2018,21-jun,21,22,8192.971973,8211.802734,1
7055,2018,21-jun,22,23,7989.48832,8053.623047,1
7056,2018,21-jun,23,24,7704.831138,7907.655273,1
7057,2018,22-jun,0,1,7285.462253,7528.803711,1
7058,2018,22-jun,1,2,7095.106865,7139.344238,1
7059,2018,22-jun,2,3,6928.684111,7076.537109,1
7060,2018,22-jun,3,4,6831.157434,6762.598145,1
7061,2018,22-jun,4,5,6858.374908,6801.642578,1
7062,2018,22-jun,5,6,6926.323365,6933.347168,1
7063,2018,22-jun,6,7,7223.043197,7010.130859,1
7064,2018,22-jun,7,8,7560.836807,7371.944336,1
7065,2018,22-jun,8,9,7989.68041,7645.564453,1
7066,2018,22-jun,9,10,8268.110599,8118.717773,1
7067,2018,22-jun,10,11,8352.147951,8280.068359,1
7068,2018,22-jun,11,12,8434.627973,8316.237305,1
7069,2018,22-jun,12,13,8557.422403,8534.791016,1
7070,2018,22-jun,13,14,8604.709542,8675.605469,1
7071,2018,22-jun,14,15,8532.423267,8520.154297,1
7072,2018,22-jun,15,16,8474.109618,8451.134766,1
7073,2018,22-jun,16,17,8439.57292,8531.130859,1
7074,2018,22-jun,17,18,8219.615994,8491.558594,1
7075,2018,22-jun,18,19,7965.934843,8111.874023,1
7076,2018,22-jun,19,20,7711.16107,7816.398438,1
7077,2018,22-jun,20,21,7761.551363,7592.225586,1
7078,2018,22-jun,21,22,8067.040682,8054.920898,1
7079,2018,22-jun,22,23,8007.654852,8000.246582,1
7080,2018,22-jun,23,24,7795.990166,7939.019043,1
7081,2018,23-jun,0,1,7327.516839,7543.487305,1
7082,2018,23-jun,1,2,7064.69686,7063.014648,1
7083,2018,23-jun,2,3,6877.010912,7071.097168,1
7084,2018,23-jun,3,4,6789.800325,6832.46875,1
7085,2018,23-jun,4,5,6780.356007,6823.518555,1
7086,2018,23-jun,5,6,6797.581868,6845.644531,1
7087,2018,23-jun,6,7,6911.39766,6708.494629,1
7088,2018,23-jun,7,8,7064.290662,6916.860352,1
7089,2018,23-jun,8,9,7450.475226,7314.967773,1
7090,2018,23-jun,9,10,7760.471817,7734.850098,1
7091,2018,23-jun,10,11,7675.21871,7790.959961,1
7092,2018,23-jun,11,12,7789.958781,7882.446289,1
7093,2018,23-jun,12,13,8040.8162,7889.63623,1
7094,2018,23-jun,13,14,8111.378214,7991.938477,1
7095,2018,23-jun,14,15,7905.909834,8056.506836,1
7096,2018,23-jun,15,16,7759.224281,7778.486328,1
7097,2018,23-jun,16,17,7657.937846,7770.109375,1
7098,2018,23-jun,17,18,7535.112028,7506.020508,1
7099,2018,23-jun,18,19,7438.195298,7468.960938,1
7100,2018,23-jun,19,20,7403.194269,7380.254883,1
7101,2018,23-jun,20,21,7667.320515,7397.436035,1
7102,2018,23-jun,21,22,7937.907406,7988.002441,1
7103,2018,23-jun,22,23,7681.751505,7834.546875,1
7104,2018,23-jun,23,24,7255.320657,7471.330078,1
7105,2018,24-jun,0,1,6834.817976,7100.358887,1
7106,2018,24-jun,1,2,6547.270898,6615.858887,1
7107,2018,24-jun,2,3,6390.433756,6497.587891,1
7108,2018,24-jun,3,4,6269.709258,6280.341797,1
7109,2018,24-jun,4,5,6248.299041,6299.42334,1
7110,2018,24-jun,5,6,6235.149113,6226.302246,1
7111,2018,24-jun,6,7,6212.798355,6266.389648,1
7112,2018,24-jun,7,8,6129.59557,6147.884766,1
7113,2018,24-jun,8,9,6189.498519,6139.188477,1
7114,2018,24-jun,9,10,6444.358644,6328.037109,1
7115,2018,24-jun,10,11,6592.214552,6515.123535,1
7116,2018,24-jun,11,12,6679.268581,6590.988281,1
7117,2018,24-jun,12,13,6689.75964,6634.946289,1
7118,2018,24-jun,13,14,6712.72551,6769.362305,1
7119,2018,24-jun,14,15,6704.587919,6765.744141,1
7120,2018,24-jun,15,16,6648.781722,6709.799805,1
7121,2018,24-jun,16,17,6646.0568,6559.193359,1
7122,2018,24-jun,17,18,6658.30458,6704.798828,1
7123,2018,24-jun,18,19,6613.986981,6625.010742,1
7124,2018,24-jun,19,20,6636.118727,6514.578125,1
7125,2018,24-jun,20,21,7014.372052,6739.889648,1
7126,2018,24-jun,21,22,7480.26457,7355.270996,1
7127,2018,24-jun,22,23,7291.604366,7341.255859,1
7128,2018,24-jun,23,24,6925.89434,7061.215332,1
7129,2018,25-jun,0,1,6549.10577,6687.051758,1
7130,2018,25-jun,1,2,6282.225948,6253.424805,1
7131,2018,25-jun,2,3,6142.754385,6212.277832,1
7132,2018,25-jun,3,4,6061.069851,6063.458008,1
7133,2018,25-jun,4,5,6120.591633,6004.804688,1
7134,2018,25-jun,5,6,6224.642387,6191.217285,1
7135,2018,25-jun,6,7,6739.260158,6304.272461,1
7136,2018,25-jun,7,8,7209.334293,6953.087402,1
7137,2018,25-jun,8,9,7687.716383,7417.430664,1
7138,2018,25-jun,9,10,8014.690987,7745.555664,1
7139,2018,25-jun,10,11,8283.060825,8005.549805,1
7140,2018,25-jun,11,12,8462.48904,8359.180664,1
7141,2018,25-jun,12,13,8557.348553,8412.47168,1
7142,2018,25-jun,13,14,8628.18262,8691.980469,1
7143,2018,25-jun,14,15,8566.717316,8549.051758,1
7144,2018,25-jun,15,16,8550.056055,8551.458984,1
7145,2018,25-jun,16,17,8553.528507,8597.708008,1
7146,2018,25-jun,17,18,8437.69009,8519.548828,1
7147,2018,25-jun,18,19,8148.589478,8279.308594,1
7148,2018,25-jun,19,20,7863.084953,8005.24707,1
7149,2018,25-jun,20,21,7972.550074,7762.241211,1
7150,2018,25-jun,21,22,8188.157186,8211.863281,1
7151,2018,25-jun,22,23,7994.430294,8066.216797,1
7152,2018,25-jun,23,24,7631.843085,7869.743164,1
7153,2018,26-jun,0,1,7200.156009,7425.901367,1
7154,2018,26-jun,1,2,7007.278076,7144.682129,1
7155,2018,26-jun,2,3,6913.900878,6831.325195,1
7156,2018,26-jun,3,4,6830.376659,6872.520996,1
7157,2018,26-jun,4,5,6841.751633,6896.375488,1
7158,2018,26-jun,5,6,6899.740497,6920.557129,1
7159,2018,26-jun,6,7,7248.284841,7085.765137,1
7160,2018,26-jun,7,8,7585.887461,7435.166016,1
7161,2018,26-jun,8,9,8003.890197,7763.907227,1
7162,2018,26-jun,9,10,8255.063909,7983.115723,1
7163,2018,26-jun,10,11,8429.761868,8343.833008,1
7164,2018,26-jun,11,12,8510.440166,8510.841797,1
7165,2018,26-jun,12,13,8607.292438,8669.167969,1
7166,2018,26-jun,13,14,8698.693321,8737.958984,1
7167,2018,26-jun,14,15,8664.91355,8536.313477,1
7168,2018,26-jun,15,16,8614.024123,8675.262695,1
7169,2018,26-jun,16,17,8585.70251,8712.730469,1
7170,2018,26-jun,17,18,8399.340225,8610.262695,1
7171,2018,26-jun,18,19,8025.992768,8169.558594,1
7172,2018,26-jun,19,20,7773.616417,7899.55957,1
7173,2018,26-jun,20,21,7809.201346,7670.793457,1
7174,2018,26-jun,21,22,8189.461558,8163.533203,1
7175,2018,26-jun,22,23,8056.043518,8113.517578,1
7176,2018,26-jun,23,24,7677.206617,7926.503906,1
7177,2018,27-jun,0,1,7224.109821,7397.826172,1
7178,2018,27-jun,1,2,6994.446836,7061.112793,1
7179,2018,27-jun,2,3,6859.508397,6889.393555,1
7180,2018,27-jun,3,4,6806.297677,6790.770508,1
7181,2018,27-jun,4,5,6808.773896,6792.200684,1
7182,2018,27-jun,5,6,6870.465079,6809.332031,1
7183,2018,27-jun,6,7,7151.634725,6898.674805,1
7184,2018,27-jun,7,8,7585.371633,7352.560059,1
7185,2018,27-jun,8,9,7979.006465,7758.858398,1
7186,2018,27-jun,9,10,7884.969825,7883.733887,1
7187,2018,27-jun,10,11,7850.91972,7881.436523,1
7188,2018,27-jun,11,12,8371.357382,7967.458984,1
7189,2018,27-jun,12,13,8530.173541,8475.191406,1
7190,2018,27-jun,13,14,8548.039432,8547.804688,1
7191,2018,27-jun,14,15,8512.569016,8525.633789,1
7192,2018,27-jun,15,16,8536.472988,8472.910156,1
7193,2018,27-jun,16,17,8531.131787,8481.584961,1
7194,2018,27-jun,17,18,8386.985469,8480.319336,1
7195,2018,27-jun,18,19,8098.864392,8206.026367,1
7196,2018,27-jun,19,20,7836.814995,7921.210938,1
7197,2018,27-jun,20,21,7862.703299,7709.044922,1
7198,2018,27-jun,21,22,8091.242779,8076.722168,1
7199,2018,27-jun,22,23,8011.454602,7992.59082,1
7200,2018,27-jun,23,24,7694.901622,7874.757813,1
7201,2018,28-jun,0,1,7373.540899,7469.786621,1
7202,2018,28-jun,1,2,7117.254399,7256.96875,1
7203,2018,28-jun,2,3,6970.512816,7080.203613,1
7204,2018,28-jun,3,4,6904.589651,6879.227051,1
7205,2018,28-jun,4,5,6887.614546,6876.547852,1
7206,2018,28-jun,5,6,6976.827773,6927.186035,1
7207,2018,28-jun,6,7,7273.616864,7059.40332,1
7208,2018,28-jun,7,8,7603.538597,7381.198242,1
7209,2018,28-jun,8,9,8020.563848,7725.264648,1
7210,2018,28-jun,9,10,8341.215005,8254.3125,1
7211,2018,28-jun,10,11,8492.34774,8310.019531,1
7212,2018,28-jun,11,12,8584.188975,8689.251953,1
7213,2018,28-jun,12,13,8699.304349,8644.772461,1
7214,2018,28-jun,13,14,8759.700106,8759.683594,1
7215,2018,28-jun,14,15,8710.314372,8730.914063,1
7216,2018,28-jun,15,16,8703.468467,8601.267578,1
7217,2018,28-jun,16,17,8693.304765,8639.091797,1
7218,2018,28-jun,17,18,8541.653398,8578.941406,1
7219,2018,28-jun,18,19,8270.124253,8429.724609,1
7220,2018,28-jun,19,20,7990.811508,8141.15332,1
7221,2018,28-jun,20,21,7982.114256,7825.299805,1
7222,2018,28-jun,21,22,8224.681833,8246.728516,1
7223,2018,28-jun,22,23,8053.392181,8127.892578,1
7224,2018,28-jun,23,24,7792.592269,7956.508789,1
7225,2018,29-jun,0,1,7396.125073,7506.645508,1
7226,2018,29-jun,1,2,7191.961836,7314.624023,1
7227,2018,29-jun,2,3,7045.798734,7112.322754,1
7228,2018,29-jun,3,4,6960.895006,7032.305176,1
7229,2018,29-jun,4,5,6955.273068,6756.705566,1
7230,2018,29-jun,5,6,6990.670369,6836.041992,1
7231,2018,29-jun,6,7,7260.208733,7082.902832,1
7232,2018,29-jun,7,8,7516.390841,7295.875977,1
7233,2018,29-jun,8,9,7940.358593,7593.120605,1
7234,2018,29-jun,9,10,8196.311456,8111.536133,1
7235,2018,29-jun,10,11,8341.61942,8317.208984,1
7236,2018,29-jun,11,12,8480.594161,8430.864258,1
7237,2018,29-jun,12,13,8589.449404,8530.931641,1
7238,2018,29-jun,13,14,8614.427183,8621.973633,1
7239,2018,29-jun,14,15,8504.002819,8489.458008,1
7240,2018,29-jun,15,16,8486.674314,8475.488281,1
7241,2018,29-jun,16,17,8437.955842,8507.220703,1
7242,2018,29-jun,17,18,8319.792809,8372.944336,1
7243,2018,29-jun,18,19,8053.856341,8266.336914,1
7244,2018,29-jun,19,20,7778.036083,7864.206055,1
7245,2018,29-jun,20,21,7738.368907,7658.229492,1
7246,2018,29-jun,21,22,7972.396629,7996.404785,1
7247,2018,29-jun,22,23,7857.796267,7875.694824,1
7248,2018,29-jun,23,24,7671.109008,7855.094727,1
7249,2018,30-jun,0,1,7260.987785,7471.883789,1
7250,2018,30-jun,1,2,6955.156716,7133.092285,1
7251,2018,30-jun,2,3,6832.966209,6933.34082,1
7252,2018,30-jun,3,4,6738.71965,6721.794922,1
7253,2018,30-jun,4,5,6733.851432,6752.763672,1
7254,2018,30-jun,5,6,6747.284381,6822.973633,1
7255,2018,30-jun,6,7,6888.402806,6824.484863,1
7256,2018,30-jun,7,8,6954.803652,6873.569824,1
7257,2018,30-jun,8,9,7382.728592,7173.814453,1
7258,2018,30-jun,9,10,7728.471349,7647.78125,1
7259,2018,30-jun,10,11,7889.571989,7828.101563,1
7260,2018,30-jun,11,12,7975.767596,7987.717773,1
7261,2018,30-jun,12,13,8008.993205,8039.886719,1
7262,2018,30-jun,13,14,7987.66204,8015.428223,1
7263,2018,30-jun,14,15,7796.244713,7849.884277,1
7264,2018,30-jun,15,16,7643.975775,7709.460938,1
7265,2018,30-jun,16,17,7612.481456,7595.594238,1
7266,2018,30-jun,17,18,7558.477827,7586.24707,1
7267,2018,30-jun,18,19,7415.895701,7570.260742,1
7268,2018,30-jun,19,20,7279.609549,7298.898926,1
